created_at,tweet_id,screen_name,rt,fav,text 
Mon Sep 26 11:27:09 +0000 2016,780368105868496897,AcheDinAaneWale,0,0,"b'Pakistan shifts terror camps of LeT, JeM, Hizbul Mujahideen in PoK to Army bases, civilian areas: Report  https://t.co/35JuL4wtmv  #Electi\\u2026'"
Mon Sep 26 11:27:09 +0000 2016,780368104979361792,manishnandal786,13,0,"b'RT @ndtv: Congress demands special Parliament session to discuss security situation, wants Pakistan declared a terrorist state: Press Trust\\u2026'"
Mon Sep 26 11:27:09 +0000 2016,780368104450822144,Shaitaan_Baalak,71,0,"b'RT @iarunmani: I have signed a petition with US President, to declare Pakistan, ""State Sponsor of Terrorism"".Have you? Go ahead..\\nhttps://t\\u2026'"
Mon Sep 26 11:27:08 +0000 2016,780368100210384896,rzidogar,115,0,b'RT @ArmyDefender: National Anthem of Pakistan \\nRetweet &amp; Salute to Our Brave Nation\\nWe are United against Our Enemies https://t.co/um8RKvOt\\u2026'
Mon Sep 26 11:27:07 +0000 2016,780368098616455168,tragicosmicomic,0,0,b'Missed call \\nis a \\nmiskol in Philippines; \\nbeep in Africa; \\nmemancing in Indonesia\\n&amp; a flashcall in Pakistan\\n\\nhttps://t.co/QiZ7NtNyij'
Mon Sep 26 11:27:05 +0000 2016,780368088927641600,fsupercar980,8,0,"b'RT @ANI_news: Pakistan should be declared a terrorist state immediately, a special Parliament session should also be called: Abhishek Singh\\u2026'"
Mon Sep 26 11:27:05 +0000 2016,780368088541851648,bushramushtaq0,0,0,"b'@javeednusrat With beautifully made movies like #Janaan, Pakistan looks for a fresh start in movies and dramas, time to reduce India content'"
Mon Sep 26 11:27:04 +0000 2016,780368082594361344,Spogmai_SR,1,0,b'RT @awanrizzz: Thats how the #World leaders treat #Modi . #Pakistan #India #Kashmir https://t.co/D6wsjycBGA'
Mon Sep 26 11:27:03 +0000 2016,780368080916492288,pushp3079,8,0,"b'RT @ANI_news: Pakistan should be declared a terrorist state immediately, a special Parliament session should also be called: Abhishek Singh\\u2026'"
Mon Sep 26 11:27:02 +0000 2016,780368077636694016,MaiBilalKhalid,348,0,b'RT @amirkingkhan: Amazing meeting kids in Pakistan Lahore. I love being a hero to them. It pushes me and motivates me. #Blessed https://t.c\\u2026'
Mon Sep 26 11:27:02 +0000 2016,780368075149369344,namo_namah23,8,0,"b'RT @ANI_news: Pakistan should be declared a terrorist state immediately, a special Parliament session should also be called: Abhishek Singh\\u2026'"
Mon Sep 26 11:27:02 +0000 2016,780368075098951681,tisaiyan,478,0,b'RT @Swamy39: Shall Pakistan get Jhatka or Halal treatment?'
Mon Sep 26 11:27:01 +0000 2016,780368073035440128,ModiLeDubega,53,0,"b""RT @ShirishKunder: What do you think of Modi Ji's response to Pakistan after the #UriAttack?"""
Mon Sep 26 11:27:01 +0000 2016,780368070590160896,raja1260,169,0,b'RT @RakeshSinha01: Indus water for Pakistan are more valuable for some of Indian secularists than blood of our  martyrs.'
Mon Sep 26 11:27:01 +0000 2016,780368070317633537,fahadbaloch3811,29,0,"b'RT @LateefJohar: Pakistan, a factory of Terrorism. @KarimaBaloch \\nShame shame Pakistan\\n#Balochsitan https://t.co/w6TxTRS41J'"
Mon Sep 26 11:27:00 +0000 2016,780368066689445889,Ofice0fRG,133,0,"b'RT @abpnewshindi: #Uri \\u0936\\u0939\\u0940\\u0926\\u094b\\u0902 \\u0915\\u0940 \\u092f\\u093e\\u0926 \\u092e\\u0947\\u0902 \\u0930\\u0948\\u0932\\u0940, \\u0915\\u093e\\u0902\\u0917\\u094d\\u0930\\u0947\\u0938\\u0940 \\u0928\\u0947\\u0924\\u093e\\u0913\\u0902 \\u0928\\u0947 \\u0932\\u0917\\u093e\\u090f \\u092a\\u093e\\u0915\\u093f\\u0938\\u094d\\u0924\\u093e\\u0928 \\u091c\\u093f\\u0902\\u0926\\u093e\\u092c\\u093e\\u0926 \\u0915\\u0947 \\u0928\\u093e\\u0930\\u0947!\\nhttps://t.co/hf30AIoUYN https://t.co/N7\\u2026'"
Mon Sep 26 11:27:00 +0000 2016,780368065699524608,iamShivaNaidu,0,0,"b'#Congress demands special Parliament session to discuss security situation, wants #Pakistan declared a terrorist state ! #PakTerroristHeaven'"
Mon Sep 26 11:26:59 +0000 2016,780368063401119744,MMaqusoodKhan,1,0,"b'RT @Aadesh_Rawal: @INCIndia,demands special Parliament session to discuss security situation &amp; declared Pakistan a terrorist state.'"
Mon Sep 26 11:26:57 +0000 2016,780368053175394305,Aadesh_Rawal,0,0,b'@INCIndia demands withdrawal of MFN status to Pakistan &amp; imposition of economic sanctions.'
Mon Sep 26 11:26:56 +0000 2016,780368052676419584,BalochShehaq,36,0,b'RT @Kamal_Baluch: Pakistan has crossed all the limits of the brutalities and can go beyond it. Baloch nation must unite against all the adv\\u2026'
Mon Sep 26 11:26:56 +0000 2016,780368048876171264,avio280289,24,0,b'RT @ashokepandit: Pakistani actors come to India to find an audience but @sardesairajdeep has to go #Pakistan to find an audience. What a l\\u2026'
Mon Sep 26 11:26:54 +0000 2016,780368043985760256,Iamdeshmukh,0,0,b'@SamBoy33 @BDUTT toh pakistan chod kar nigeria chala ja or sath me tere bhaiyo ko bhi leja. \\U0001f602'
Mon Sep 26 11:26:54 +0000 2016,780368041309769728,salmanlemon,33,0,b'RT @etribune: Sikh leader seeks Pakistan\\u2019s help to create separate state  https://t.co/Hct5xRCvBp https://t.co/KSVhLRVNwS'
Mon Sep 26 11:26:53 +0000 2016,780368036939206656,iyadavprince,5,0,b'RT @MSufiSaint: Muslim traders boycott \\u2018Made in Pakistan\\u2019 products in Gujarat\\n\\nhttps://t.co/O6AlTcWzTg\\n@narendramodi @CMOGuj @fozia_zulfiqu\\u2026'
Mon Sep 26 11:26:53 +0000 2016,780368036934983681,neha_mecwan,5,0,b'RT @MSufiSaint: Muslim traders boycott \\u2018Made in Pakistan\\u2019 products in Gujarat\\n\\nhttps://t.co/O6AlTcWzTg\\n@narendramodi @CMOGuj @fozia_zulfiqu\\u2026'
Mon Sep 26 11:26:52 +0000 2016,780368035202732032,kppradeepdr,1,0,b'Dear @ndtv Come on. Start howling that less water to Pakistan means more Poverty and more terror attacks. Why are you silent? \\U0001f600\\U0001f600\\U0001f600'
Mon Sep 26 11:26:51 +0000 2016,780368029397815297,Alizey_masood,283,0,"b""RT @AQpk: #Bollywood Armed Forces declare war on #Pakistan. Sometimes it's difficult to know when comedy ends and #India begins. Have mercy\\u2026"""
Mon Sep 26 11:26:50 +0000 2016,780368025358860288,hrishikesh_date,0,0,b'She is showing some glimpses of sensible behavior. Probably funds have stopped from her paymasters in #Pakistan https://t.co/YBFdRFIRkr'
Mon Sep 26 11:26:50 +0000 2016,780368025228832768,IamAnandhum,1,0,b'RT @merinews: #India beat New Zealand by 197-runs; Dethrones #Pakistan from No.1 spot in Test rankings https://t.co/74sxztXFea   #indvsnz'
Mon Sep 26 11:26:49 +0000 2016,780368023395807232,Abhimonyurajpu1,6,0,"b'RT @JagranNews: \\u0938\\u093f\\u0902\\u0927\\u0941 \\u091c\\u0932 \\u0938\\u092e\\u091d\\u094c\\u0924\\u0947 \\u0915\\u094b \\u0932\\u0947\\u0915\\u0930 \\u092c\\u0941\\u0932\\u093e\\u092f\\u0940 \\u0917\\u0908 \\u092c\\u0948\\u0920\\u0915 \\u092e\\u0947\\u0902 \\u092a\\u0940\\u090f\\u092e \\u0928\\u0947 \\u0915\\u0939\\u093e, \\u0916\\u0942\\u0928 \\u0914\\u0930 \\u092a\\u093e\\u0928\\u0940 \\u0915\\u093e \\u092c\\u0939\\u093e\\u0935 \\u090f\\u0915 \\u0938\\u093e\\u0925 \\u0928\\u0939\\u0940\\u0902 \\u0939\\u094b \\u0938\\u0915\\u0924\\u093e \\u0939\\u0948\\u0964\\n#IndusWaterTreaty #indi\\u2026'"
Mon Sep 26 11:26:49 +0000 2016,780368020518633473,lamaciadas,8,0,"b'RT @ANI_news: Pakistan should be declared a terrorist state immediately, a special Parliament session should also be called: Abhishek Singh\\u2026'"
Mon Sep 26 11:26:49 +0000 2016,780368019855962112,MRamzanayyub,3,0,b'RT @MeHayaH: #NawazBigThreat4Pak\\nArmy Chief of Pakistan have we need more trust on you was???\\n@Arshad_sg @AtiqRehmanPAT @iAmUmairAmir'
Mon Sep 26 11:26:49 +0000 2016,780368019486826497,Mushtaqahmadktk,0,1,b'#Pakistan Tiger General Raheel  Sharil\\n\\n#\\u067e\\u0627\\u06a9\\u0633\\u062a\\u0627\\u0646 \\u06a9\\u06d2 \\u0679\\u0627\\u0626\\u06cc\\u06af\\u0631 \\u062c\\u0646\\u0631\\u0644 \\u0631\\u0627\\u062d\\u06cc\\u0644 \\u0634\\u0631\\u06cc\\u0641\\n\\n#\\u092a\\u093e\\u0915\\u093f\\u0938\\u094d\\u0924\\u093e\\u0928 \\u0915\\u0947 \\u091f\\u093e\\u0907\\u0917\\u0930 \\u091c\\u0928\\u0930\\u0932 \\u0930\\u093e\\u0939\\u0940\\u0932 \\u0936\\u0930\\u0940\\u092b https://t.co/L7Z6jyUiaq'
Mon Sep 26 11:26:48 +0000 2016,780368016752119808,ijobwatch,0,0,"b'New Job: Research Writer, Hubstaff Company, PAKISTAN https://t.co/XxqRGw6CaD'"
Mon Sep 26 11:26:47 +0000 2016,780368010947112960,iinderz,20,0,"b'RT @ThinkersPad: In the end, when Pakistan realised their Armament was depleted to mere 15% &amp; India could go on lot longer, Pakistan approa\\u2026'"
Mon Sep 26 11:26:46 +0000 2016,780368009663614976,araham11,317,0,b'RT @TimesNow: #BREAKING Free Baloch Movement begins 7 day silent protest outside Chinese Embassy in London against China Pakistan Economic\\u2026'
Mon Sep 26 11:26:46 +0000 2016,780368007008780288,ijobwatch,0,0,"b'New Job: Research Writer, Hubstaff Company, PAKISTAN https://t.co/E2GhligoNO'"
Mon Sep 26 11:26:45 +0000 2016,780368004794032128,girisachin,24,0,b'RT @ashokepandit: Pakistani actors come to India to find an audience but @sardesairajdeep has to go #Pakistan to find an audience. What a l\\u2026'
Mon Sep 26 11:26:45 +0000 2016,780368003401650176,Shaitaan_Baalak,188,0,"b'RT @AsYouNotWish: They say they love India and then they hate @TarekFatah cuz he raises his voice against Pakistan. Shows, with whom are th\\u2026'"
Mon Sep 26 11:26:45 +0000 2016,780368002860449792,adigindia,2,0,"b'RT @vipulkocher: We the People ask the Administration to declare Pakistan, State Sponsor of Terrorism (H.R.6069) https://t.co/qAg4lZwsqw'"
Mon Sep 26 11:26:44 +0000 2016,780368001816076288,3Dabhijeet,169,0,b'RT @RakeshSinha01: Indus water for Pakistan are more valuable for some of Indian secularists than blood of our  martyrs.'
Mon Sep 26 11:26:44 +0000 2016,780368000683618304,praneelraja,8,0,"b'RT @ANI_news: Pakistan should be declared a terrorist state immediately, a special Parliament session should also be called: Abhishek Singh\\u2026'"
Mon Sep 26 11:26:44 +0000 2016,780368000016723968,Kuldeep539,94,0,b'RT @guardian: Pakistan police accused of illegally killing hundreds of suspects a year https://t.co/6K5v99niCi'
Mon Sep 26 11:26:44 +0000 2016,780367999169499136,Sandeep92864176,19,0,"b""RT @AdityaRajKaul: At Prime Minister @narendramodi residence reporting on EAM @SushmaSwaraj #UNGA\\xa0 address on India's diplomatic offensive\\u2026"""
Mon Sep 26 11:26:43 +0000 2016,780367995478519808,saimacancergirl,0,0,b'China supports Pakistan for CPEC Boycott chinese goods in india and everywhere. China supports terrorist Pakistan\\nhttps://t.co/XzIETwwEGx'
Mon Sep 26 11:26:43 +0000 2016,780367995168108545,sanatandesh,7,0,b'RT @tweetingtonia: Both nuclear explosions that took place in North Korea this year are \\u201cmade in Pakistan\\u201d writes Madhav Nalapat #DPRK http\\u2026'
Mon Sep 26 11:26:42 +0000 2016,780367994098548737,Hari_Om_69,2,0,b'RT @JagranNews: \\u0915\\u093e\\u0902\\u0917\\u094d\\u0930\\u0947\\u0938 \\u0928\\u0947 \\u092a\\u093e\\u0915\\u093f\\u0938\\u094d\\u0924\\u093e\\u0928 \\u0938\\u0947 \\u092e\\u094b\\u0938\\u094d\\u091f \\u092b\\u0947\\u0935\\u0930\\u094d\\u0921 \\u0928\\u0947\\u0936\\u0928 \\u0915\\u093e \\u0926\\u0930\\u094d\\u091c\\u093e \\u0935\\u093e\\u092a\\u0938 \\u0932\\u0947\\u0928\\u0947 \\u0915\\u0947 \\u0938\\u093e\\u0925 \\u0939\\u0940 \\u0909\\u0938 \\u092a\\u0930 \\u0906\\u0930\\u094d\\u0925\\u093f\\u0915 \\u092a\\u094d\\u0930\\u0924\\u093f\\u092c\\u0902\\u0927 \\u0932\\u0917\\u093e\\u0928\\u0947 \\u0915\\u0940 \\u092e\\u093e\\u0902\\u0917 \\u0915\\u0940\\n#Congress #P\\u2026'
Mon Sep 26 11:26:42 +0000 2016,780367990126555136,Vedchetan,20,0,b'RT @TimesNow: #ReviewIndusTreaty Why honour treaty when Pakistan continues to bleed us?\\nWatch the unmissable @thenewshour debate tonight at\\u2026'
Mon Sep 26 11:26:41 +0000 2016,780367988578848768,congressichokra,4,0,"b'RT @firstpost: #Congress demands special Parliament session to discuss security situation, wants #Pakistan declared a terrorist state | PTI'"
Mon Sep 26 11:26:41 +0000 2016,780367985944985600,maqsoodrqureshi,96,0,b'RT @IndiaHistorypic: 1947 :: Clerk Helping Chief of Swat Ranezai Tribe To Put His Signature To Their Accession To Govt of Pakistan During J\\u2026'
Mon Sep 26 11:26:40 +0000 2016,780367982031572992,KanchaPehelwan,8,0,"b'RT @ANI_news: Pakistan should be declared a terrorist state immediately, a special Parliament session should also be called: Abhishek Singh\\u2026'"
Mon Sep 26 11:26:39 +0000 2016,780367978734825472,iinderz,86,0,"b'RT @ThinkersPad: At UN, Zulfiqar Ali Bhutto \'begged\' UN to save Pakistan\'s existence from the ""formidable machine of Indian Armed Forces.""\\u2026'"
Mon Sep 26 11:26:37 +0000 2016,780367970593824768,Pashtoonkhan,0,0,b'India launches eight satellites into two different orbits https://t.co/o5bTk5biFD\\nThis is the area where Pakistan needs to beat India'
Mon Sep 26 11:26:37 +0000 2016,780367970237345792,wollasiJirga,0,0,b'Malik Taj Muhammad wazir was targeted while on his way to attend a corner meeting against the Pakistan sponsored terrorism in Waziristan.'
Mon Sep 26 11:26:37 +0000 2016,780367970019209216,SamiaQadri,4,0,b'RT @Awais_Mustafvii: Retweeted Samia Qadri (@SamiaQadri):\\n\\nPakistan is our home..Evry pakistani wants to save it.@Team_DrQadri @iAmUmairAmi\\u2026'
Mon Sep 26 11:26:37 +0000 2016,780367969926905860,mhonenews,0,0,"b'Indian Youth Responds to Pakistan for Uri Terror Attack in Kashmir, Part-5: https://t.co/wV81zkpWpb via @YouTube'"
Mon Sep 26 11:26:35 +0000 2016,780367964184993792,ijobwatch,0,0,"b'New Job: Software Engineer(.NET), Infotech Group, PAKISTAN https://t.co/Cx1xhnUO0m'"
Mon Sep 26 11:26:35 +0000 2016,780367963983523842,SamirShahBJP,5,0,b'RT @MSufiSaint: Muslim traders boycott \\u2018Made in Pakistan\\u2019 products in Gujarat\\n\\nhttps://t.co/O6AlTcWzTg\\n@narendramodi @CMOGuj @fozia_zulfiqu\\u2026'
Mon Sep 26 11:26:33 +0000 2016,780367954219245572,35834290a9f1499,0,0,"b'@Ali_MuhammadPTI \\nBro appreciate it\\nWe all are United against one, who is against Pakistan'"
Mon Sep 26 11:26:32 +0000 2016,780367949509062656,ahmadattiquejt1,0,0,b'Lets change Pakistan\\n#SupportKhanSavePakistan\\n https://t.co/MRFaTSgLz8'
Mon Sep 26 11:26:30 +0000 2016,780367943578234880,Gotham3,87,0,b'RT @Amit_smiling: Professional courses in Pakistan be like.... \\U0001f602\\U0001f602\\U0001f602\\U0001f602\\U0001f602\\U0001f602 #viaWA https://t.co/4AoOw7vP4F'
Mon Sep 26 11:26:30 +0000 2016,780367941724278785,sahiram_tard,105,0,"b'RT @nanditathhakur: For all those who were trending India with Pakistan, look what your Pakistani \\u092c\\u093f\\u0930\\u093e\\u0926\\u0930 has to say ., https://t.co/58XFHK9\\u2026'"
Mon Sep 26 11:26:29 +0000 2016,780367937425113088,gauravtinu,1,0,b'RT @MalaBhola: @ashramseelampur Hindus in Pakistan and Kashmir are tortured to death.\\nMedia is least bothered to bring it to picture! #Medi\\u2026'
Mon Sep 26 11:26:29 +0000 2016,780367936464781312,umarkhan104,190,0,"b'RT @nadeem_nusrat: If blaming #Pakistan without investigation is wrong, how come blaming #MQM 4 everything w/o investigation is right? http\\u2026'"
Mon Sep 26 11:26:29 +0000 2016,780367936447918080,TwitRajendra,37,0,b'RT @RenukaJain6: Pakistan-born UK TV actor sacked for racism against Indians.\\n\\nSame should be replicated in India as well.\\n\\n#SayNoToPakArti\\u2026'
Mon Sep 26 11:26:28 +0000 2016,780367934707335168,Jothipala_Bot,2,0,"b'RT @Newsbreak_Lotus: In India, one rand is trading at 4-rupees-87;  in Sri Lanka at 10-rupees-66;  in Pakistan at 7-rupees-65, and in Mauri\\u2026'"
Mon Sep 26 11:26:28 +0000 2016,780367933520408576,Newsbreak_Lotus,2,0,"b'In India, one rand is trading at 4-rupees-87;  in Sri Lanka at 10-rupees-66;  in Pakistan at 7-rupees-65, and in Mauritius at 2-rupees-57.'"
Mon Sep 26 11:26:26 +0000 2016,780367925672828928,CJM02687990,0,0,b'@sardesairajdeep kutte bhadva giri chhod de nahi to pakistan chale jaa aur teri bahan burkha dutt ko bhi le jana'
Mon Sep 26 11:26:26 +0000 2016,780367925446336512,DeLineDigital,0,0,"b'#Journalism #Photo Abandoned House by murtaza5 - An abandoned house on the way to Kanraj, Balochistan, Pakistan. https://t.co/n262NLoSvq'"
Mon Sep 26 11:26:26 +0000 2016,780367923122692097,quest_illusion,13,0,"b'RT @AjitKumarDoval: ""Uri Attack Was Designed By Pakistan To Force India To React Quickly With All Military Might At Disposal""'"
Mon Sep 26 11:26:25 +0000 2016,780367922208190464,senorita_b,188,0,"b'RT @AsYouNotWish: They say they love India and then they hate @TarekFatah cuz he raises his voice against Pakistan. Shows, with whom are th\\u2026'"
Mon Sep 26 11:26:24 +0000 2016,780367918089379840,GiriShankavaram,214,0,"b'RT @Baloch_World: Perfect statement @eenamg ji.\\n@UN ""Pakistan"" is the nest of terrorism. Eliminating it, will bring peace to world. https:/\\u2026'"
Mon Sep 26 11:26:24 +0000 2016,780367916445212672,abdi_has,0,0,"b'@SCTV_ @IndosiarID ada sinetron bagus asal Pakistan judulnya ""Udaari"" , cocok ditayangkan di Indonesia'"
Mon Sep 26 11:26:24 +0000 2016,780367914780295168,kumarrvipin,48,0,b'RT @Noor_Bibi1: Baloch kids being brutally kill in Balochistan by Pakistan\\nSo sad no coverage no attention from international Media. https:\\u2026'
Mon Sep 26 11:26:23 +0000 2016,780367913589084160,TheMindBlwing,0,0,b'Hahaha Every country stands with Pakistan but India who killed their own soldiers in #UriAttack and blaming pak https://t.co/THamrK3b3v'
Mon Sep 26 11:26:22 +0000 2016,780367908295716864,MLMANDOWARA,1,0,b'RT @ram26chouhan: @MLMANDOWARA @Ajay649Ajay @narendramodi \\nDivide Pakistan in to 4 Nations.'
Mon Sep 26 11:26:21 +0000 2016,780367905447903232,Inferno_Hacker,1,0,"b'RT @SAMAATV: #India halts #SamjhotaExpress service, leaves passengers stranded.\\nhttps://t.co/wWEw3pw9LC'"
Mon Sep 26 11:26:21 +0000 2016,780367902700482561,Audrey4f,0,0,b'PM Modi violating UN norms on non-interference in internal affairs of countries: Pakistan diplomat: Terming P... https://t.co/BzHLTBZFnM'
Mon Sep 26 11:26:20 +0000 2016,780367901140193280,nehapradhan1010,0,0,b'PM Modi violating UN norms on non-interference in internal affairs of countries: Pakistan diplomat: Terming P... https://t.co/j26pIrQQnv'
Mon Sep 26 11:26:20 +0000 2016,780367900653871104,mhonenews,0,0,"b'Indian Youth Responds to Pakistan for Uri Terror Attack in Kashmir, Part-4: https://t.co/XklpcTnhxB via @YouTube'"
Mon Sep 26 11:26:20 +0000 2016,780367899160481793,sandeep21031983,53,0,b'RT @NaIna0806: Pakistan loosing ground.Large number of Kasmiri youth applying for SPO jobs defying Separatists.Hurriyat red faced #KashmirT\\u2026'
Mon Sep 26 11:26:20 +0000 2016,780367898384617472,KunmunSankar,122,0,b'RT @chavhanke: \\u0926\\u093f\\u0932\\u094d\\u0932\\u0940 #Jahangirpuri \\u092e\\u0947\\u0902 #UriAttack \\u0936\\u0939\\u0940\\u0926\\u094b\\u0902 \\u0915\\u0947 \\u0915\\u0948\\u0902\\u0921\\u0932 \\u092e\\u093e\\u0930\\u094d\\u091a \\u092a\\u0930 \\u0939\\u092e\\u0932\\u093e\\u0964 #Pakistan \\u091c\\u093c\\u093f\\u0902\\u0926\\u093e\\u092c\\u093e\\u0926 \\u0928\\u093e\\u0930\\u094b\\u0902 \\u0938\\u0947 \\u0935\\u093f\\u0930\\u094b\\u0927 \\u0915\\u0930 \\u0917\\u093e\\u0921\\u093c\\u093f\\u092f\\u094b\\u0902 \\u0915\\u0947 \\u0936\\u0940\\u0936\\u0947 \\u0924\\u094b\\u2026'
Mon Sep 26 11:26:20 +0000 2016,780367897956712449,AliceWi33,0,0,b'PM Modi violating UN norms on non-interference in internal affairs of countries: Pakistan diplomat: Terming P... https://t.co/4LZUpcHoeL'
Mon Sep 26 11:26:20 +0000 2016,780367897839316992,Absolutely_Prit,3,0,"b""RT @Sanjay_Dixit: China has no use for storage dams on any of the 3 major rivers, and as far as Pakistan is concerned, blood and water can'\\u2026"""
Mon Sep 26 11:26:19 +0000 2016,780367896740556800,koushik231,449,0,"b""RT @TarekFatah: 'Pakistan Women's Human Rights Org' holds a silent 'Burka Protest' at the UNHRC in Geneva to highlight atrocities against w\\u2026"""
Mon Sep 26 11:26:19 +0000 2016,780367895176024064,dudenator,0,0,b'Meanwhile in #pakistan https://t.co/Stb5tbJByY'
Mon Sep 26 11:26:18 +0000 2016,780367891904466944,DrSantoshvyas1,6,0,"b'RT @JagranNews: \\u0938\\u093f\\u0902\\u0927\\u0941 \\u091c\\u0932 \\u0938\\u092e\\u091d\\u094c\\u0924\\u0947 \\u0915\\u094b \\u0932\\u0947\\u0915\\u0930 \\u092c\\u0941\\u0932\\u093e\\u092f\\u0940 \\u0917\\u0908 \\u092c\\u0948\\u0920\\u0915 \\u092e\\u0947\\u0902 \\u092a\\u0940\\u090f\\u092e \\u0928\\u0947 \\u0915\\u0939\\u093e, \\u0916\\u0942\\u0928 \\u0914\\u0930 \\u092a\\u093e\\u0928\\u0940 \\u0915\\u093e \\u092c\\u0939\\u093e\\u0935 \\u090f\\u0915 \\u0938\\u093e\\u0925 \\u0928\\u0939\\u0940\\u0902 \\u0939\\u094b \\u0938\\u0915\\u0924\\u093e \\u0939\\u0948\\u0964\\n#IndusWaterTreaty #indi\\u2026'"
Mon Sep 26 11:26:18 +0000 2016,780367890008584192,AGSawant,0,1,b'This is not our Political agenda. This is our Patriotic agenda! #ShivSena #Pakistan @TimesNow   https://t.co/CpZ5j4bsIe @AUThackeray'
Mon Sep 26 11:26:17 +0000 2016,780367888251228160,SjSunny83,706,0,"b""RT @TarekFatah: Pashtun boys in Pakistan's FATA region bordering Af'tan sing their own anthem instead of Pakistan's national anthem https:/\\u2026"""
Mon Sep 26 11:26:17 +0000 2016,780367887521484800,ahmadattiquejt1,1,0,b'RT @FaizanKhan_95: Kon Bachayega Pakistan ? #SupportKhanSavePakistan'
Mon Sep 26 11:26:17 +0000 2016,780367885319409664,Inferno_Hacker,1,0,b'RT @SAMAATV: #RaiwindMarch: #ImranKhan continues to up ante. https://t.co/YAsRSnuY1G'
Mon Sep 26 11:26:16 +0000 2016,780367884237156352,Clupm3329pM,8,0,"b'RT @DDNewsLive: EAM @SushmaSwaraj to address 71st session of #UNGA  today, focus on isolating #Pakistan globally\\n\\nRead more: https://t.co/9\\u2026'"
Mon Sep 26 11:26:16 +0000 2016,780367881737568256,iVoteForBest,0,0,"b'#ModiMinistry No clarity on Pakistan yet, but PM Modi\\u2019s twin speeches have confused his critics https://t.co/Gnh5BZpQ5Y'"
Mon Sep 26 11:26:16 +0000 2016,780367881590611968,scj2care,0,0,b'@dibang can india break indus water treaty with pakistan under  Article 62 of Vienna convention your view sir'
Mon Sep 26 11:26:16 +0000 2016,780367881544486912,Aadesh_Rawal,1,1,"b'@INCIndia,demands special Parliament session to discuss security situation &amp; declared Pakistan a terrorist state.'"
Mon Sep 26 11:26:15 +0000 2016,780367880080789504,T_Rehman786,0,0,b'Pakistan &amp; India going to war\\n\\n&amp;\\nIndia is afraid from Pakistan'
Mon Sep 26 11:26:15 +0000 2016,780367878709243904,iVoteForBest,0,0,b'#ModiMinistry China again declines to confirm backing Pakistan on Kashmir https://t.co/6CuAB2oHO6'
Mon Sep 26 11:26:14 +0000 2016,780367874598670336,mansi_ashvik,63,0,b'RT @rithvik_RD: Happy independence day India and Pakistan...guys you have to see this and decide for yourself!! \\u270c\\U0001f3fbpeace! https://t.co/EVYu0\\u2026'
Mon Sep 26 11:26:14 +0000 2016,780367872992370688,MaiBilalKhalid,4,0,b'RT @MaiPakistanHoon: Oy #RajnathSingh:\\n#india sends #RAW agent&amp; terrorists to #Pakistan\\nWe kill in #ZarbeAzab\\nU just blame\\nWe have proof! h\\u2026'
Mon Sep 26 11:26:13 +0000 2016,780367871180275713,NowHindustan,0,0,"b'\\u092d\\u093e\\u0930\\u0924 \\u0914\\u0930 \\u092a\\u093e\\u0915\\u093f\\u0938\\u094d\\u0924\\u093e\\u0928 \\u0915\\u0947 \\u092c\\u0940\\u091a \\u0914\\u0930 \\u092c\\u0922\\u093c\\u0947\\u0917\\u093e \\u0924\\u0928\\u093e\\u0935, \\u0907\\u0928 \\u092a\\u093e\\u0902\\u091a \\u092a\\u094d\\u0935\\u093e\\u0907\\u0902\\u091f \\u092e\\u0947\\u0902 \\u0938\\u092e\\u091d\\u093f\\u090f \\u0915\\u094d\\u092f\\u094b\\u0902 https://t.co/d2MXpfkMUE #NowIndia'"
Mon Sep 26 11:26:13 +0000 2016,780367870635180032,e082f1093877412,36,0,b'RT @BasitShuja: Listen to combat worthiness of Indian soldiers &amp; Modi-Doval give war threats to Pakistan.Think twice after addressing ur sl\\u2026'
Mon Sep 26 11:26:12 +0000 2016,780367868223430662,SidhaSaadaPatel,24,0,b'RT @ashokepandit: Pakistani actors come to India to find an audience but @sardesairajdeep has to go #Pakistan to find an audience. What a l\\u2026'
Mon Sep 26 11:26:12 +0000 2016,780367868051361792,Drshabir,0,0,"b""@KlasraRauf Read book: Sleep walking to surrender - Dealing with Terrorism in Pakistan, by Khalid Ahmed. Revealing, even Gen's afraid of TTP"""
Mon Sep 26 11:26:12 +0000 2016,780367867325911040,Farhan_Sanai,0,1,"b'Now Pakistan needs sincere, honest and democratic rulers. \\n#NawazBigThreat4Pak https://t.co/wri0GCC7YM'"
Mon Sep 26 11:26:12 +0000 2016,780367866675732481,balwinderuna1,8,0,b'RT @ZeeNews: REALITY CHECK of WhatsApp message: How common man can sign petition to declare Pakistan a terror state \\nhttps://t.co/05kULFFkAD'
Mon Sep 26 11:26:12 +0000 2016,780367866625482752,ahmadattiquejt1,1,0,b'RT @FaizanKhan_95: Pakistan Khan #SupportKhanSavePakistan'
Mon Sep 26 11:26:11 +0000 2016,780367862938546176,ANI_news,8,21,"b'Pakistan should be declared a terrorist state immediately, a special Parliament session should also be called: Abhi\\u2026 https://t.co/nort3XRhgt'"
Mon Sep 26 11:26:11 +0000 2016,780367861667823616,salmanlemon,18,0,"b""RT @etribune: 'US shares Pakistan\\u2019s perspective on Uri attack as well as violence in Kashmir' https://t.co/LdcCAvCmR2 https://t.co/zSjhPg2E\\u2026"""
