created_at,tweet_id,screen_name,rt,fav,text 
Mon Sep 26 11:24:55 +0000 2016,780367545228402689,sandith,107,0,b'RT @madhukishwar: You are free to fight whoebver threatens artists in India. Try doing that in Pakistan https://t.co/CK5Rk5Oe0W'
Mon Sep 26 11:24:55 +0000 2016,780367545010298880,Si_lv_er,3,0,"b""RT @DivyaSoti: OK. I wasn't aware that Pakistan was actually extending help to Sarva Shiksha Abhiyan through terrorism.  https://t.co/pXU9z\\u2026"""
Mon Sep 26 11:24:55 +0000 2016,780367544716763136,FaizanKhan_95,1,0,b'Kon Bachayega Pakistan ? #SupportKhanSavePakistan'
Mon Sep 26 11:24:55 +0000 2016,780367544033042432,JoseTweeting,105,0,"b""RT @TheEconomist: India's strategic position looks alarming. Its two biggest neighbours are China and Pakistan https://t.co/mWpD5mUWuX http\\u2026"""
Mon Sep 26 11:24:55 +0000 2016,780367542237863937,sri9011,1,0,b'RT @BTVI: FROM PTI: Congress Wants Pakistan To Be Declared A Terrorist State'
Mon Sep 26 11:24:53 +0000 2016,780367533794734080,t_streeetz,2,0,b'RT @IOMXorg: Where can migrants learn their rights &amp; get access to justice? Look no further than this new migrant resource center!https://t\\u2026'
Mon Sep 26 11:24:52 +0000 2016,780367530410045441,Wasim1516,9,0,"b'RT @fasiranjha: China has created a Monster in CPEC, Every country wants to share the dream and rewards. . Pakistan must thank China for th\\u2026'"
Mon Sep 26 11:24:52 +0000 2016,780367529164230656,ankitsuratx,0,0,"b""\\u0915\\u094d\\u092f\\u093e \\u0939\\u092e\\u0947\\u0902 \\u092a\\u093e\\u0915\\u093f\\u0938\\u094d\\u0924\\u093e\\u0928 \\u0915\\u094b \\u092a\\u093e\\u0928\\u0940 \\u0926\\u0947\\u0928\\u093e\\n\\u092c\\u0928\\u094d\\u0926 \\u0915\\u0930 \\u0926\\u0947\\u0928\\u093e \\u091a\\u093e\\u0939\\u093f\\u090f?\\n.\\nShould INDIA cut off Pakistan's water supply? #IndiaRespondsToPak"""
Mon Sep 26 11:24:51 +0000 2016,780367525326495745,UPSeHu,10,0,b'RT @PTI_News: Congress also demands withdrawal of MFN status to Pakistan and imposition of economic sanctions.'
Mon Sep 26 11:24:51 +0000 2016,780367525141807104,anuz1985,0,0,b'Jaise #china ka maal kab tak chalega koi nahi jaanta. Usi tarah kab tak #Pakistan ka saath dega koi nahi janta. China bhi kjriwal ho gaya.'
Mon Sep 26 11:24:50 +0000 2016,780367522319269888,QudsiaMashhadi,2,0,b'Congress tells Modi to bring own house in order before advising #Pakistan https://t.co/OSKFYYLPOO'
Mon Sep 26 11:24:49 +0000 2016,780367520175788034,reportersridhar,0,0,"b'@PTTVOnlineNews Congress demands special Parliament session to discuss security sitution, wants Pakistan declared a terrorist state'"
Mon Sep 26 11:24:49 +0000 2016,780367518695198720,naveen_kumar359,0,0,b'Pakistan cannot influence Russia\\u2019s strategic partnership with India- expert https://t.co/vnpp9ToFb9'
Mon Sep 26 11:24:48 +0000 2016,780367514211495936,araham11,5,0,b'RT @TOIIndiaNews: China again declines to confirm backing Pakistan on Kashmir https://t.co/CFoso8rM8W'
Mon Sep 26 11:24:46 +0000 2016,780367507337150464,RanaOfficial82,2,0,b'RT @thekernelspeaks: Yeah but Rocket Engines r may required to wipe out Pakistan\\n@pritamasnodkar @dahiyayogesh81'
Mon Sep 26 11:24:45 +0000 2016,780367502362615808,NSNegi1007,8,0,b'RT @timesofindia: China again declines to confirm backing Pakistan on #Kashmir https://t.co/NurBoa2LiS https://t.co/4IenNkx7n3'
Mon Sep 26 11:24:44 +0000 2016,780367495983083520,YazdJBilimoria,3,0,"b""RT @TheQuint: #UNGA | #SushmaSwaraj's speech is expected to up the ante &amp; seek global support to dub Pak a \\u201cterror state\\u201d.\\nhttps://t.co/W8R\\u2026"""
Mon Sep 26 11:24:43 +0000 2016,780367494351499264,fullyfaadu,225,0,b'RT @sagarcasm: Raju Srivastav cancelled a comedy show in Pakistan because he was facing a stiff competition from Pakistani PM. #PakIsAVicti\\u2026'
Mon Sep 26 11:24:43 +0000 2016,780367492170543104,MrMazharShah,1,0,b'RT @MrMazharShah: Amarjeet Singh seeks help from Pakistan against India - Pakistan - Dunya News https://t.co/baAyzxZ0Vw  #Khalistan'
Mon Sep 26 11:24:43 +0000 2016,780367491646103552,Hiranyabahave,996,0,b'RT @madhukishwar: From WhatsApp- a bleeding heart social worker carrying water to Pakistan in anticipation of scrapping of #IndusWaterTreat\\u2026'
Mon Sep 26 11:24:43 +0000 2016,780367491335753728,ltcol_ahluwalia,5,0,b'RT @ExSecular: They did not agree that kasab was from Pakistan .. What else is expected ? Anyway India shud stop sending evidence and all .\\u2026'
Mon Sep 26 11:24:43 +0000 2016,780367491159748612,abuhania,430,0,"b'RT @ZaidZamanHamid: Dear Pakistan, I am sorry that our enemy is such a bloody coward &amp; it seems that he wont be attacking us to take reveng\\u2026'"
Mon Sep 26 11:24:42 +0000 2016,780367487888130049,MeHayaH,2,0,b'RT @emaan_47: DIG operation and 7 SP were leading Model Town operation. Has this ever happened in Pakistan..\\n\\n#NawazBigThreat4Pak'
Mon Sep 26 11:24:42 +0000 2016,780367486667534344,naveen_kumar359,0,0,b': https://t.co/YWe7Ql9Dm0'
Mon Sep 26 11:24:41 +0000 2016,780367486629744640,IntrntHindu,2,0,"b""RT @shilpaponanna: Why Congress rally in Moradabad, shouting 'Pakistan Zindabad' not yet highlighted by media yet?? Why only about Sangeet\\u2026"""
Mon Sep 26 11:24:41 +0000 2016,780367485832921088,dudstissue,1,0,b'RT @DabeerWarsi: #Headlines\\n\\u0627\\u0633 \\u0645\\u0644\\u06a9 \\u06a9\\u06d2 \\u0627\\u06cc\\u0645\\u0627\\u0646\\u062f\\u0627\\u0631 \\u0635\\u062d\\u0627\\u0641\\u06cc\\u0648\\u06ba \\u06a9\\u06d2 \\u06a9\\u0631\\u062f\\u0627\\u0631 \\u067e\\u0631 \\u0631\\u0648\\u0634\\u0646\\u06cc \\u0688\\u0627\\u0644\\u062a\\u06d2 \\u06c1\\u06cc\\u06ba.\\n#Karachi #Pakistan @NdmEhsan @salmanbelieve @Kainatf90\\u2026'
Mon Sep 26 11:24:41 +0000 2016,780367484599820288,Goar1A,27,0,"b""RT @INCIndia: We demand the considerable scaling down of Pakistan's High Commission in Delhi: @DrAMSinghvi"""
Mon Sep 26 11:24:41 +0000 2016,780367483555504128,bhat_sadhana,11,0,"b'RT @avarakai: How did Nehru arrive at 80% for Pakistan, in Indus Water Treaty?'"
Mon Sep 26 11:24:40 +0000 2016,780367481865109504,nomanalam,2,0,b'RT @SportsReporter_: Bowling action of Pakistan ODI Women Cricket team captain Sana Mir report by umpires during domestic tournament.'
Mon Sep 26 11:24:39 +0000 2016,780367475288383488,sameer18051998,3908,0,"b'RT @TarekFatah: Someone asked me, what is the difference between an #Indian and a #Pakistan. This picture should do the job. http://t.co/tx\\u2026'"
Mon Sep 26 11:24:37 +0000 2016,780367466245402624,gusainster,53,0,b'RT @TheViralFever: Sushma Swaraj all set to give befitting reply to Pakistan at UN today. https://t.co/uy682Sqqir'
Mon Sep 26 11:24:36 +0000 2016,780367464538439680,nimmijohn1,0,0,b'Hi Pakistan Army Zindabad https://t.co/5F0DWDNG2o'
Mon Sep 26 11:24:36 +0000 2016,780367463519137793,singh_munindra,25,0,"b'RT @UdtaIndian: Every #Khalistani should see this before siding with #Pakistan , #India gave u equal rights,dignity,respect.\\n#Khalistan #Pu\\u2026'"
Mon Sep 26 11:24:35 +0000 2016,780367458150522880,MithGupta,284,0,"b""RT @DelhiTweeter: #ResultOfTolerance: Pakistan &amp; B'Desh had 19% &amp; 23% Hindus in 1947. but today mere 1.6% &amp; 9%. \\n\\n#IndiaIsTolerant https://\\u2026"""
Mon Sep 26 11:24:34 +0000 2016,780367454690304000,MeHayaH,5,0,"b""RT @Paksalah: Is this Islamic Republic of Pakistan or Nawaz Sharif's Republic of Corruption.\\n#NawazBigThreat4Pak"""
Mon Sep 26 11:24:33 +0000 2016,780367453012525056,sk00monu,53,0,b'RT @TheViralFever: Sushma Swaraj all set to give befitting reply to Pakistan at UN today. https://t.co/uy682Sqqir'
Mon Sep 26 11:24:33 +0000 2016,780367451376660480,iamabhi529,93,0,"b'RT @TarekFatah: VP of EU Parliament Ryszard @r_Czarnecki says, #EU may impose sanctions on #Pakistan bcoz of #Balochistan atrocities https:\\u2026'"
Mon Sep 26 11:24:33 +0000 2016,780367450797928448,ijobwatch,0,0,"b'New Job: Software Engineer(.NET), Infotech Group, PAKISTAN https://t.co/xtNCA8uoco'"
Mon Sep 26 11:24:33 +0000 2016,780367449182973952,kronkareshwar,0,0,b'Retweeted Press Trust of India (@PTI_News):\\n\\nCongress also demands withdrawal of MFN status to Pakistan and... https://t.co/xoIyItBKP8'
Mon Sep 26 11:24:32 +0000 2016,780367447635300352,dinesh_vaishanv,3,0,"b'RT @irkjain: Friends\\nPl give a last push in declaring #Pak #TerrorState\\nonly15k registrations,now needed\\nhttps://t.co/9JTQyCfuvK\\nhttps://t.\\u2026'"
Mon Sep 26 11:24:32 +0000 2016,780367447324893184,ksingh1935,12,0,b'RT @Ashish_1905: This is how Sanghi Chaddis react when de hear\\U0001f447\\n1.BEEF (Pic1)\\n2.PAKISTAN(Pic2)\\n#CMModiVsPMModi https://t.co/FmG4J4Ufvw'
Mon Sep 26 11:24:32 +0000 2016,780367447090049024,DebDip00,15,0,"b'RT @sukanyaiyer2: To isolate pak-- The initiative of declaring Pakistan a Terror state began fm Indian soil,Rajyasabha MP \\U0001f447\\U0001f447 https://t.co/i\\u2026'"
Mon Sep 26 11:24:32 +0000 2016,780367446922461184,ranajhanzaib8,32,0,"b'RT @RANl_MUKERJl: If we want Pakistan to talk on Mumbai attacks then India will have to answer on Samjhota Express attack too. India, apny\\u2026'"
Mon Sep 26 11:24:32 +0000 2016,780367445156519936,Sandeep92864176,214,0,"b'RT @Baloch_World: Perfect statement @eenamg ji.\\n@UN ""Pakistan"" is the nest of terrorism. Eliminating it, will bring peace to world. https:/\\u2026'"
Mon Sep 26 11:24:31 +0000 2016,780367443994763264,vaibhavrajje,480,0,b'RT @Swamy39: Shall Pakistan get Jhatka or Halal treatment?'
Mon Sep 26 11:24:31 +0000 2016,780367443952750592,harcosashutosh,170,0,b'RT @RakeshSinha01: Indus water for Pakistan are more valuable for some of Indian secularists than blood of our  martyrs.'
Mon Sep 26 11:24:31 +0000 2016,780367440811266048,mrkotians,9,0,"b'RT @BalochKahaan: Pakistan is a rogue state which has been killed 5000 Baloch people in custody and 20,000 baloch abducted. #TerrorStatePak\\u2026'"
Mon Sep 26 11:24:30 +0000 2016,780367440505077760,Kve0nthompson,52,0,b'RT @timesofindia: Declare Pakistan a terrorist state: Online petition to @WhiteHouse gets massive response https://t.co/1sZO288rqj https://\\u2026'
Mon Sep 26 11:24:30 +0000 2016,780367440467275776,nik_vittnet,317,0,b'RT @TimesNow: #BREAKING Free Baloch Movement begins 7 day silent protest outside Chinese Embassy in London against China Pakistan Economic\\u2026'
Mon Sep 26 11:24:30 +0000 2016,780367440370860032,KousarAli8020,1,0,b'RT @aaj_urdu: #PakistanAirForce drone crashes near #Mianwali\\n\\nRead More At: https://t.co/9ELVPNCA7Y https://t.co/Cx3VfVjpkH'
Mon Sep 26 11:24:30 +0000 2016,780367439624220672,araham11,26,0,b'RT @ashokepandit: Pakistani actors come to India to find an audience but @sardesairajdeep has to go #Pakistan to find an audience. What a l\\u2026'
Mon Sep 26 11:24:30 +0000 2016,780367438948950016,Gambler70939294,11,0,"b'RT @DrGarekar: #Kashmir has first right on water of rivers flowing through it,Pakistan has no business to hijack potential prosperity of na\\u2026'"
Mon Sep 26 11:24:30 +0000 2016,780367437166444544,ht_Rupee1,0,0,"b'PM\\u2009Modi takes stock of Indus Waters Treaty, discusses options on Pak\\nhttps://t.co/89gXxI3pbz'"
Mon Sep 26 11:24:29 +0000 2016,780367435887095809,amitkatwiter,0,0,b'@BalliTheGuro @timesofindia @WhiteHouse  kyuki hamari ladai #terrorism  #pakistan_army aur aapki #pakistan_governance se hai ... Aaapse nhi\\U0001f44f'
Mon Sep 26 11:24:29 +0000 2016,780367434280828929,waseembelushi,0,0,"b""I don't have a problem with the People of Pakistan. It's the Authority in the Pakistan what is driving a false... https://t.co/RdjCsT1U49"""
Mon Sep 26 11:24:28 +0000 2016,780367429071409153,purushottam_kr,114,0,"b'RT @ggiittiikkaa: India is rightly identifying pressure points on Pakistan,but ""intellectuals"" fail to see this. We are a country of consci\\u2026'"
Mon Sep 26 11:24:27 +0000 2016,780367424734523392,Munwar_hossain,8,0,"b'RT @PSFMolaiFahad: 1st #Bakhtaer Cadet college for girls in Pakistan,set up in Nawabshah (Sindh)\\n#PPP https://t.co/qzR3hRpyAB'"
Mon Sep 26 11:24:27 +0000 2016,780367424709337088,AbubakarTweets,0,0,b'@defencepk Congratulations Pakistan Defence on getting Twitter handle verified. \\n#PakistanZindabad \\u2665'
Mon Sep 26 11:24:26 +0000 2016,780367423203643392,ramiz6669,283,0,"b""RT @AQpk: #Bollywood Armed Forces declare war on #Pakistan. Sometimes it's difficult to know when comedy ends and #India begins. Have mercy\\u2026"""
Mon Sep 26 11:24:26 +0000 2016,780367422976987137,Hindian_Patriot,18,0,"b'RT @sukanyaiyer2: #Kashmir To Isolate Pak -- Balochistan is noticed on world platform,warned by EU on Genocide by Pakistan on Balochis http\\u2026'"
Mon Sep 26 11:24:26 +0000 2016,780367421517492224,AmnaISF,3,0,"b""RT @AnjumKiani: Indian political, media &amp; military rant journey from, 'Lets Nuke Pakistan to Lets Ban Pakistani artists' should be an eye o\\u2026"""
Mon Sep 26 11:24:25 +0000 2016,780367419042701312,Stephaine5190,0,0,"b""Modi dares Pakistan but on social evils, was PM's hard talk too soft? https://t.co/O4ETY37pcn https://t.co/ktt8m1tkAJ"""
Mon Sep 26 11:24:24 +0000 2016,780367414206816256,UmairAliKhan33,6,0,b'RT @RuhidaPTI: #SackChairmanCDA Trending Top at Pakistan Panel.\\n@FarhanKVirk \\n@Saira_M_Abbasi \\n@MehreenTweets \\n@IfraAshraf \\n@IqraNaeem01 ht\\u2026'
Mon Sep 26 11:24:23 +0000 2016,780367410423619584,MaiPakistanHoon,4,4,b'Oy #RajnathSingh:\\n#india sends #RAW agent&amp; terrorists to #Pakistan\\nWe kill in #ZarbeAzab\\nU just blame\\nWe have proof! https://t.co/ydLHaJ5Jm3'
Mon Sep 26 11:24:23 +0000 2016,780367408255074304,sumeera_naqvi,83,0,b'RT @BanRadicals: The irony is that  without any proof #India pointed fingers at #Pakistan even while #UriAttack was under way. #UriFalseFla\\u2026'
Mon Sep 26 11:24:23 +0000 2016,780367408213131264,zurfah_70,83,0,b'RT @BanRadicals: The irony is that  without any proof #India pointed fingers at #Pakistan even while #UriAttack was under way. #UriFalseFla\\u2026'
Mon Sep 26 11:24:23 +0000 2016,780367408208998400,TaniaIshtiaq,83,0,b'RT @BanRadicals: The irony is that  without any proof #India pointed fingers at #Pakistan even while #UriAttack was under way. #UriFalseFla\\u2026'
Mon Sep 26 11:24:23 +0000 2016,780367408192184320,Zarnish_kabir,83,0,b'RT @BanRadicals: The irony is that  without any proof #India pointed fingers at #Pakistan even while #UriAttack was under way. #UriFalseFla\\u2026'
Mon Sep 26 11:24:23 +0000 2016,780367408158629890,zainab_shah12,83,0,b'RT @BanRadicals: The irony is that  without any proof #India pointed fingers at #Pakistan even while #UriAttack was under way. #UriFalseFla\\u2026'
Mon Sep 26 11:24:23 +0000 2016,780367408125054976,sidra_khan257,83,0,b'RT @BanRadicals: The irony is that  without any proof #India pointed fingers at #Pakistan even while #UriAttack was under way. #UriFalseFla\\u2026'
Mon Sep 26 11:24:23 +0000 2016,780367407118417920,Haryanvi12,0,0,"b""@TimesNow what's wrong with this!!!will Indian artist get same rights in Pakistan"""
Mon Sep 26 11:24:22 +0000 2016,780367406376034304,saira_5556,83,0,b'RT @BanRadicals: The irony is that  without any proof #India pointed fingers at #Pakistan even while #UriAttack was under way. #UriFalseFla\\u2026'
Mon Sep 26 11:24:22 +0000 2016,780367406346727424,Goar1A,30,0,b'RT @INCIndia: We demand near absolute economic sanctions against Pakistan: @DrAMSinghvi'
Mon Sep 26 11:24:22 +0000 2016,780367406132826112,nafeesa_tiwana,83,0,b'RT @BanRadicals: The irony is that  without any proof #India pointed fingers at #Pakistan even while #UriAttack was under way. #UriFalseFla\\u2026'
Mon Sep 26 11:24:22 +0000 2016,780367406107623424,shabana_ali24,83,0,b'RT @BanRadicals: The irony is that  without any proof #India pointed fingers at #Pakistan even while #UriAttack was under way. #UriFalseFla\\u2026'
Mon Sep 26 11:24:22 +0000 2016,780367406078291969,rabia_45554,83,0,b'RT @BanRadicals: The irony is that  without any proof #India pointed fingers at #Pakistan even while #UriAttack was under way. #UriFalseFla\\u2026'
Mon Sep 26 11:24:22 +0000 2016,780367406078234624,sadia_9898,83,0,b'RT @BanRadicals: The irony is that  without any proof #India pointed fingers at #Pakistan even while #UriAttack was under way. #UriFalseFla\\u2026'
Mon Sep 26 11:24:22 +0000 2016,780367406069846016,saba_baloch90,83,0,b'RT @BanRadicals: The irony is that  without any proof #India pointed fingers at #Pakistan even while #UriAttack was under way. #UriFalseFla\\u2026'
Mon Sep 26 11:24:22 +0000 2016,780367406027960320,rumaisa_78,83,0,b'RT @BanRadicals: The irony is that  without any proof #India pointed fingers at #Pakistan even while #UriAttack was under way. #UriFalseFla\\u2026'
Mon Sep 26 11:24:22 +0000 2016,780367406006988800,rehman_najia,83,0,b'RT @BanRadicals: The irony is that  without any proof #India pointed fingers at #Pakistan even while #UriAttack was under way. #UriFalseFla\\u2026'
Mon Sep 26 11:24:22 +0000 2016,780367405998637056,raza4615,83,0,b'RT @BanRadicals: The irony is that  without any proof #India pointed fingers at #Pakistan even while #UriAttack was under way. #UriFalseFla\\u2026'
Mon Sep 26 11:24:22 +0000 2016,780367405948305409,pak_warrior1,83,0,b'RT @BanRadicals: The irony is that  without any proof #India pointed fingers at #Pakistan even while #UriAttack was under way. #UriFalseFla\\u2026'
Mon Sep 26 11:24:22 +0000 2016,780367405906272256,obaid2l2,83,0,b'RT @BanRadicals: The irony is that  without any proof #India pointed fingers at #Pakistan even while #UriAttack was under way. #UriFalseFla\\u2026'
Mon Sep 26 11:24:22 +0000 2016,780367405872807936,NouveenSohail,83,0,b'RT @BanRadicals: The irony is that  without any proof #India pointed fingers at #Pakistan even while #UriAttack was under way. #UriFalseFla\\u2026'
Mon Sep 26 11:24:22 +0000 2016,780367405872779264,NoureenKhalid2,83,0,b'RT @BanRadicals: The irony is that  without any proof #India pointed fingers at #Pakistan even while #UriAttack was under way. #UriFalseFla\\u2026'
Mon Sep 26 11:24:22 +0000 2016,780367405864321024,NazneenAkhter4,83,0,b'RT @BanRadicals: The irony is that  without any proof #India pointed fingers at #Pakistan even while #UriAttack was under way. #UriFalseFla\\u2026'
Mon Sep 26 11:24:22 +0000 2016,780367405839155201,natasha_kazmi,83,0,b'RT @BanRadicals: The irony is that  without any proof #India pointed fingers at #Pakistan even while #UriAttack was under way. #UriFalseFla\\u2026'
Mon Sep 26 11:24:22 +0000 2016,780367405788921856,MishiAgha,83,0,b'RT @BanRadicals: The irony is that  without any proof #India pointed fingers at #Pakistan even while #UriAttack was under way. #UriFalseFla\\u2026'
Mon Sep 26 11:24:22 +0000 2016,780367405788827648,Musa_kaleem67,83,0,b'RT @BanRadicals: The irony is that  without any proof #India pointed fingers at #Pakistan even while #UriAttack was under way. #UriFalseFla\\u2026'
Mon Sep 26 11:24:22 +0000 2016,780367405784657921,HinaBangash,83,0,b'RT @BanRadicals: The irony is that  without any proof #India pointed fingers at #Pakistan even while #UriAttack was under way. #UriFalseFla\\u2026'
Mon Sep 26 11:24:22 +0000 2016,780367405746888705,MarviMalik6,83,0,b'RT @BanRadicals: The irony is that  without any proof #India pointed fingers at #Pakistan even while #UriAttack was under way. #UriFalseFla\\u2026'
Mon Sep 26 11:24:22 +0000 2016,780367405738582016,maryum_bhatti,83,0,b'RT @BanRadicals: The irony is that  without any proof #India pointed fingers at #Pakistan even while #UriAttack was under way. #UriFalseFla\\u2026'
Mon Sep 26 11:24:22 +0000 2016,780367405700747264,jaffar97979,83,0,b'RT @BanRadicals: The irony is that  without any proof #India pointed fingers at #Pakistan even while #UriAttack was under way. #UriFalseFla\\u2026'
Mon Sep 26 11:24:22 +0000 2016,780367405700743168,LubenaDawood,83,0,b'RT @BanRadicals: The irony is that  without any proof #India pointed fingers at #Pakistan even while #UriAttack was under way. #UriFalseFla\\u2026'
Mon Sep 26 11:24:22 +0000 2016,780367405688168448,laiba_85,83,0,b'RT @BanRadicals: The irony is that  without any proof #India pointed fingers at #Pakistan even while #UriAttack was under way. #UriFalseFla\\u2026'
Mon Sep 26 11:24:22 +0000 2016,780367405683998720,Kanwal_345,83,0,b'RT @BanRadicals: The irony is that  without any proof #India pointed fingers at #Pakistan even while #UriAttack was under way. #UriFalseFla\\u2026'
Mon Sep 26 11:24:22 +0000 2016,780367405654704128,IsmaSheikh2,83,0,b'RT @BanRadicals: The irony is that  without any proof #India pointed fingers at #Pakistan even while #UriAttack was under way. #UriFalseFla\\u2026'
Mon Sep 26 11:24:22 +0000 2016,780367405608493056,kumailhasan728,83,0,b'RT @BanRadicals: The irony is that  without any proof #India pointed fingers at #Pakistan even while #UriAttack was under way. #UriFalseFla\\u2026'
Mon Sep 26 11:24:22 +0000 2016,780367405587505153,kirankhan_77,83,0,b'RT @BanRadicals: The irony is that  without any proof #India pointed fingers at #Pakistan even while #UriAttack was under way. #UriFalseFla\\u2026'
Mon Sep 26 11:24:22 +0000 2016,780367405570781184,KanwalMunir2,83,0,b'RT @BanRadicals: The irony is that  without any proof #India pointed fingers at #Pakistan even while #UriAttack was under way. #UriFalseFla\\u2026'
Mon Sep 26 11:24:22 +0000 2016,780367405533061120,hassanbinimran,83,0,b'RT @BanRadicals: The irony is that  without any proof #India pointed fingers at #Pakistan even while #UriAttack was under way. #UriFalseFla\\u2026'
Mon Sep 26 11:24:22 +0000 2016,780367405516263424,jasmine_gill91,83,0,b'RT @BanRadicals: The irony is that  without any proof #India pointed fingers at #Pakistan even while #UriAttack was under way. #UriFalseFla\\u2026'
Mon Sep 26 11:24:22 +0000 2016,780367405486837760,farhathashmi51,83,0,b'RT @BanRadicals: The irony is that  without any proof #India pointed fingers at #Pakistan even while #UriAttack was under way. #UriFalseFla\\u2026'
Mon Sep 26 11:24:22 +0000 2016,780367405453283328,faiza802,83,0,b'RT @BanRadicals: The irony is that  without any proof #India pointed fingers at #Pakistan even while #UriAttack was under way. #UriFalseFla\\u2026'
Mon Sep 26 11:24:22 +0000 2016,780367405449113600,iqra_shah92,83,0,b'RT @BanRadicals: The irony is that  without any proof #India pointed fingers at #Pakistan even while #UriAttack was under way. #UriFalseFla\\u2026'
Mon Sep 26 11:24:22 +0000 2016,780367405407240192,Insha_rehm,83,0,b'RT @BanRadicals: The irony is that  without any proof #India pointed fingers at #Pakistan even while #UriAttack was under way. #UriFalseFla\\u2026'
Mon Sep 26 11:24:22 +0000 2016,780367405407150080,ijazmayol6,83,0,b'RT @BanRadicals: The irony is that  without any proof #India pointed fingers at #Pakistan even while #UriAttack was under way. #UriFalseFla\\u2026'
Mon Sep 26 11:24:22 +0000 2016,780367405390389248,Huda_smr,83,0,b'RT @BanRadicals: The irony is that  without any proof #India pointed fingers at #Pakistan even while #UriAttack was under way. #UriFalseFla\\u2026'
Mon Sep 26 11:24:22 +0000 2016,780367405390372864,huma_khan141,83,0,b'RT @BanRadicals: The irony is that  without any proof #India pointed fingers at #Pakistan even while #UriAttack was under way. #UriFalseFla\\u2026'
Mon Sep 26 11:24:22 +0000 2016,780367405382037504,Hadil_Gardezi,83,0,b'RT @BanRadicals: The irony is that  without any proof #India pointed fingers at #Pakistan even while #UriAttack was under way. #UriFalseFla\\u2026'
Mon Sep 26 11:24:22 +0000 2016,780367405277208577,fatima_syed91,83,0,b'RT @BanRadicals: The irony is that  without any proof #India pointed fingers at #Pakistan even while #UriAttack was under way. #UriFalseFla\\u2026'
Mon Sep 26 11:24:22 +0000 2016,780367404840943616,dua_fatima91,83,0,b'RT @BanRadicals: The irony is that  without any proof #India pointed fingers at #Pakistan even while #UriAttack was under way. #UriFalseFla\\u2026'
Mon Sep 26 11:24:22 +0000 2016,780367404660645888,AwrishKhan,83,0,b'RT @BanRadicals: The irony is that  without any proof #India pointed fingers at #Pakistan even while #UriAttack was under way. #UriFalseFla\\u2026'
Mon Sep 26 11:24:22 +0000 2016,780367404543070208,AnsibaIlyasi,83,0,b'RT @BanRadicals: The irony is that  without any proof #India pointed fingers at #Pakistan even while #UriAttack was under way. #UriFalseFla\\u2026'
Mon Sep 26 11:24:22 +0000 2016,780367404534751233,emaankhan92,83,0,b'RT @BanRadicals: The irony is that  without any proof #India pointed fingers at #Pakistan even while #UriAttack was under way. #UriFalseFla\\u2026'
Mon Sep 26 11:24:22 +0000 2016,780367404492845056,emaad_br,83,0,b'RT @BanRadicals: The irony is that  without any proof #India pointed fingers at #Pakistan even while #UriAttack was under way. #UriFalseFla\\u2026'
Mon Sep 26 11:24:22 +0000 2016,780367404471873537,asad_8776,83,0,b'RT @BanRadicals: The irony is that  without any proof #India pointed fingers at #Pakistan even while #UriAttack was under way. #UriFalseFla\\u2026'
Mon Sep 26 11:24:22 +0000 2016,780367404459237376,bakarmeranam,83,0,b'RT @BanRadicals: The irony is that  without any proof #India pointed fingers at #Pakistan even while #UriAttack was under way. #UriFalseFla\\u2026'
Mon Sep 26 11:24:22 +0000 2016,780367404434132992,ayesha_khalid93,83,0,b'RT @BanRadicals: The irony is that  without any proof #India pointed fingers at #Pakistan even while #UriAttack was under way. #UriFalseFla\\u2026'
Mon Sep 26 11:24:22 +0000 2016,780367404408901632,ammara_malik1,83,0,b'RT @BanRadicals: The irony is that  without any proof #India pointed fingers at #Pakistan even while #UriAttack was under way. #UriFalseFla\\u2026'
Mon Sep 26 11:24:22 +0000 2016,780367404387995648,ateeq_m2,83,0,b'RT @BanRadicals: The irony is that  without any proof #India pointed fingers at #Pakistan even while #UriAttack was under way. #UriFalseFla\\u2026'
Mon Sep 26 11:24:22 +0000 2016,780367404366954498,ArooshAli6,83,0,b'RT @BanRadicals: The irony is that  without any proof #India pointed fingers at #Pakistan even while #UriAttack was under way. #UriFalseFla\\u2026'
Mon Sep 26 11:24:22 +0000 2016,780367404299845632,amna7412,83,0,b'RT @BanRadicals: The irony is that  without any proof #India pointed fingers at #Pakistan even while #UriAttack was under way. #UriFalseFla\\u2026'
Mon Sep 26 11:24:22 +0000 2016,780367404295655424,amna_khan91,83,0,b'RT @BanRadicals: The irony is that  without any proof #India pointed fingers at #Pakistan even while #UriAttack was under way. #UriFalseFla\\u2026'
Mon Sep 26 11:24:22 +0000 2016,780367404270518272,abaan_butt,83,0,b'RT @BanRadicals: The irony is that  without any proof #India pointed fingers at #Pakistan even while #UriAttack was under way. #UriFalseFla\\u2026'
Mon Sep 26 11:24:22 +0000 2016,780367404241149957,afaaq_dr,83,0,b'RT @BanRadicals: The irony is that  without any proof #India pointed fingers at #Pakistan even while #UriAttack was under way. #UriFalseFla\\u2026'
Mon Sep 26 11:24:22 +0000 2016,780367404215984129,aabdar2,83,0,b'RT @BanRadicals: The irony is that  without any proof #India pointed fingers at #Pakistan even while #UriAttack was under way. #UriFalseFla\\u2026'
Mon Sep 26 11:24:22 +0000 2016,780367404199243776,75noor1,83,0,b'RT @BanRadicals: The irony is that  without any proof #India pointed fingers at #Pakistan even while #UriAttack was under way. #UriFalseFla\\u2026'
